session_id,scenario_name,allocation_type,fund_a,fund_b,actual_return_a,actual_return_b,new_trial_num
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00228995765106132,0.048591032461611,29
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,66,34,0.00228995765106132,0.048591032461611,29
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00228995765106132,0.048591032461611,29
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00212996325086294,0.0824060850977057,30
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,45,55,0.00212996325086294,0.0824060850977057,30
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00212996325086294,0.0824060850977057,30
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00232995625111091,-0.0208825100209867,31
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,31,69,0.00232995625111091,-0.0208825100209867,31
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00232995625111091,-0.0208825100209867,31
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00293993070220319,-0.0193961637171662,32
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,82,18,0.00293993070220319,-0.0193961637171662,32
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00293993070220319,-0.0193961637171662,32
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00356989605415554,0.0611023557045343,33
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,92,8,0.00356989605415554,0.0611023557045343,33
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00356989605415554,0.0611023557045343,33
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00504979516121208,0.0304251815048737,34
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,64,36,0.00504979516121208,0.0304251815048737,34
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00504979516121208,0.0304251815048737,34
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00649966402320548,-0.00401414699441157,35
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00649966402320548,-0.00401414699441157,35
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,8,92,0.00649966402320548,-0.00401414699441157,35
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00649966402320548,-0.00401414699441157,35
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0073295685842262,0.017290119298008,36
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,65,35,0.0073295685842262,0.017290119298008,36
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0073295685842262,0.017290119298008,36
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00881938055820765,0.0236072827633292,37
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,54,46,0.00881938055820765,0.0236072827633292,37
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00881938055820765,0.0236072827633292,37
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0104491286474012,0.0297622881462567,38
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,47,53,0.0104491286474012,0.0297622881462567,38
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0104491286474012,0.0297622881462567,38
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0114889427808211,-0.0163874534821299,39
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,21,79,0.0114889427808211,-0.0163874534821299,39
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.0114889427808211,-0.0163874534821299,39
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.0117389035369086,0.0265607721145525,40
